year	month	day	dailytemp
2013	8	12	29.6055555555556
2013	8	13	28.2027777777778
2013	8	14	28.5472222222222
2013	8	15	28.6923611111111
2013	8	16	29.1
2013	8	17	28.7215277777778
2013	8	18	29.2513888888889
2013	8	19	29.80625
2013	8	20	29.4972222222222
2013	8	21	28.8298611111111
2013	8	22	29.3145833333333
2013	8	23	27.9916666666667
2013	8	24	25.2576388888889
2013	8	25	24.3930555555556
2013	8	26	23.925
2013	8	27	23.8659722222222
2013	8	28	23.0888888888889
2013	8	29	25.4138888888889
2013	8	30	26.8131944444444
2013	8	31	27.6229166666667
2013	9	1	23.1729166666667
2013	9	2	23.5863309352518
2013	9	3	22.1958333333333
2013	9	4	19.9111111111111
2013	9	5	22.6138888888889
2013	9	6	22.9034722222222
2013	9	7	21.8590277777778
2013	9	8	22.4993055555556
2013	9	9	22.9868055555556
2013	9	10	23.9375
2013	9	11	24.4333333333333
2013	9	12	26.2915094339623
2013	9	13	28.0918918918919
2013	9	14	26.0833333333333
2013	9	15	22.5715277777778
2013	9	16	22.2965277777778
2013	9	17	20.2375
2013	9	18	21.7138888888889
2013	9	19	21.9361111111111
2013	9	20	21.2777777777778
2013	9	21	22.1166666666667
2013	9	22	23.7763888888889
2013	9	23	23.7673611111111
2013	9	24	22.8659722222222
2013	9	25	24.1798611111111
2013	9	26	21.3117647058824
2013	9	27	20.074025974026
2013	9	28	19.2131944444444
2013	9	29	20.3645833333333
2013	9	30	21.0027777777778
2013	10	1	22.7763888888889
2013	10	2	23.2118055555556
2013	10	3	19.7736111111111
2013	10	4	18.5083333333333
2013	10	5	19.4006944444444
2013	10	6	23.4208333333333
2013	10	7	24.0791666666667
2013	10	8	22.8645833333333
2013	10	9	25.4388888888889
2013	10	10	24.6881944444444
2013	10	11	24.0569444444444
2013	10	12	18.54375
2013	10	13	16.3986111111111
2013	10	14	17.8409722222222
2013	10	15	17.1354166666667
2013	10	16	16.5652777777778
2013	10	17	13.4951388888889
2013	10	18	14.43125
2013	10	19	16.1902777777778
2013	10	20	15.9569444444444
2013	10	21	17.9125
2013	10	22	18.2875
2013	10	23	17.4388888888889
2013	10	24	18.0694444444444
2013	10	25	17.3388888888889
2013	10	26	14.9381944444444
2013	10	27	12.5194444444444
2013	10	28	12.3104166666667
2013	10	29	14.6145833333333
2013	10	30	14.41875
2013	10	31	13.0159722222222
2013	11	1	13.1583333333333
2013	11	2	12.8451388888889
2013	11	3	14.9298611111111
2013	11	4	14.7263888888889
2013	11	5	12.3576388888889
2013	11	6	12.7986111111111
2013	11	7	15.0194444444444
2013	11	8	12.5965277777778
2013	11	9	12.7583333333333
2013	11	10	14.5805555555556
2013	11	11	10.0041666666667
2013	11	12	7.07222222222222
2013	11	13	7.49027777777778
2013	11	14	8.88680555555556
2013	11	15	10.8638888888889
2013	11	16	10.0263888888889
2013	11	17	10.3597222222222
2013	11	18	7.47430555555556
2013	11	19	6.35138888888889
2013	11	20	5.79791666666667
2013	11	21	6.37638888888889
2013	11	22	7.27569444444445
2013	11	23	7.12847222222222
2013	11	24	7.58194444444445
2013	11	25	12.7083333333333
2013	11	26	7.47638888888889
2013	11	27	6.14444444444444
2013	11	28	5.96805555555556
2013	11	29	2.85416666666667
2013	11	30	3.75347222222222
2013	12	1	5.49097222222222
2013	12	2	5.85555555555556
2013	12	3	6.04722222222222
2013	12	4	5.66458333333333
2013	12	5	6.49861111111111
2013	12	6	6.79166666666667
2013	12	7	5.86805555555556
2013	12	8	4.97013888888889
2013	12	9	5.74652777777778
2013	12	10	9.07083333333333
2013	12	11	6.5625
2013	12	12	3.49930555555556
2013	12	13	2.7
2013	12	14	2.93888888888889
2013	12	15	5.19513888888889
2013	12	16	5.71180555555556
2013	12	17	6.47361111111111
2013	12	18	5.86319444444445
2013	12	19	6.92222222222222
2013	12	20	3.55277777777778
2013	12	21	3.68541666666667
2013	12	22	3.39583333333333
2013	12	23	3.25833333333333
2013	12	24	4.57222222222222
2013	12	25	4.19305555555555
2013	12	26	3.89722222222222
2013	12	27	4.41944444444444
2013	12	28	0.927083333333333
2013	12	29	0.695833333333334
2013	12	30	1.70763888888889
2013	12	31	3.85069444444444
